reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date
175_HRY_CA11,"Hornsey Water Works and Filter Beds",,"No Appraisal document","https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/design-conservation/conservation-areas/conservation-areas-haringey/list-conservation-areas-haringey",,,"",local-authority:HRY,,,
175_HRY_CA12,"Lordship Lane",,"No Appraisal document","https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/design-conservation/conservation-areas/conservation-areas-haringey/list-conservation-areas-haringey",,,"",local-authority:HRY,,,
175_HRY_CA13,"Muswell Hill",,"https://new.haringey.gov.uk/sites/default/files/muswell_hill_character_appraisal-2_0.pdf","https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/design-conservation/conservation-areas/conservation-areas-haringey/list-conservation-areas-haringey",,,"Best Map is shown on page 109 of the appraisal document. ",local-authority:HRY,,,
175_HRY_CA14,"Noel Park",,"https://new.haringey.gov.uk/sites/default/files/appendix_1_noel_park_caamp_finalised_3.compressed_0.pdf","https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/design-conservation/conservation-areas/conservation-areas-haringey/list-conservation-areas-haringey",,,"Best Map is shown on page 17 of the appraisal document. ",local-authority:HRY,,,
175_HRY_CA15,"Peabody Cottages",,"No Appraisal document","https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/design-conservation/conservation-areas/conservation-areas-haringey/list-conservation-areas-haringey",,,"Best Map is shown on page 6 of the appraisal document. ",local-authority:HRY,,,
175_HRY_CA16,"Rookfield",,"No Appraisal document","https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/design-conservation/conservation-areas/conservation-areas-haringey/list-conservation-areas-haringey",,,"",local-authority:HRY,,,
175_HRY_CA17,"St Ann's",,"https://new.haringey.gov.uk/sites/default/files/st_anns_character_appraisal_0.pdf","https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/design-conservation/conservation-areas/conservation-areas-haringey/list-conservation-areas-haringey",,,"Best Map is shown on page 45 of the appraisal document. ",local-authority:HRY,,,
175_HRY_CA18,"Stroud Green",,"No Appraisal document","https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/design-conservation/conservation-areas/conservation-areas-haringey/list-conservation-areas-haringey",,,"",local-authority:HRY,,,
175_HRY_CA19,"Tottenham Cemetery",,"https://new.haringey.gov.uk/sites/default/files/appendix_5_-_tottenham_cemetery_caamp-compressed.pdf","https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/design-conservation/conservation-areas/conservation-areas-haringey/list-conservation-areas-haringey",,,"Best Map is shown on page 6 of the appraisal document. ",local-authority:HRY,,,
175_HRY_CA20,"North Tottenham",,"https://new.haringey.gov.uk/sites/default/files/north_tottenham_appraisal.compressed.pdf","https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/design-conservation/conservation-areas/conservation-areas-haringey/list-conservation-areas-haringey",,,"Best Map is shown on page 10 of the appraisal document. ",local-authority:HRY,,,
175_HRY_CA21,"Scotland Green",,"https://new.haringey.gov.uk/sites/default/files/scotland_green_appraisal.compressed.pdf","https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/design-conservation/conservation-areas/conservation-areas-haringey/list-conservation-areas-haringey",,,"Best Map is shown on page 10 of the appraisal document. ",local-authority:HRY,,,
175_HRY_CA22,"Bruce Grove",,"https://new.haringey.gov.uk/sites/default/files/bruce_grove_appraisal_compressed.pdf","https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/design-conservation/conservation-areas/conservation-areas-haringey/list-conservation-areas-haringey",,,"Best Map is shown on page 9 of the appraisal document. ",local-authority:HRY,,,
175_HRY_CA23,"Tottenham Green",,"https://new.haringey.gov.uk/sites/default/files/tottenham_green_appraisal_compressed.pdf","https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/design-conservation/conservation-areas/conservation-areas-haringey/list-conservation-areas-haringey",,,"Best Map is shown on page 10 of the appraisal document. ",local-authority:HRY,,,
175_HRY_CA24,"Seven Sisters/Page Green",,"https://new.haringey.gov.uk/sites/default/files/seven_sisters_page_green_appraisal_0.pdf","https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/design-conservation/conservation-areas/conservation-areas-haringey/list-conservation-areas-haringey",,,"Best Map is shown on page 9 of the appraisal document. ",local-authority:HRY,,,
175_HRY_CA25,"Tower Gardens",,"https://new.haringey.gov.uk/sites/default/files/appendix_6_-_tower_gardens_caamp_compressed.pdf","https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/design-conservation/conservation-areas/conservation-areas-haringey/list-conservation-areas-haringey",,,"Best Map is shown on page 6 of the appraisal document. ",local-authority:HRY,,,
175_HRY_CA26,"Trinity Gardens",,"https://new.haringey.gov.uk/sites/default/files/trinity_gardens_character_appraisal-2_0.pdf","https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/design-conservation/conservation-areas/conservation-areas-haringey/list-conservation-areas-haringey",,,"Best Map is shown on page 50 of the appraisal document. ",local-authority:HRY,,,
175_HRY_CA27,"Vallance Road",,"No Appraisal document","https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/design-conservation/conservation-areas/conservation-areas-haringey/list-conservation-areas-haringey",,,"",local-authority:HRY,,,
175_HRY_CA28,"Wood Green Common",,"https://new.haringey.gov.uk/sites/default/files/wood_green_common_character_appraisal-2_0.pdf","https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/design-conservation/conservation-areas/conservation-areas-haringey/list-conservation-areas-haringey",,,"Best Map is shown on page 41 of the appraisal document. ",local-authority:HRY,,,
