reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date
D_31_ASH_CA28_1,31_ASH_CA28,"Tenterden","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:ASH,,,
D_31_ASH_CA29_1,31_ASH_CA29,"Rolvenden","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:ASH,,,
D_31_ASH_CA30_1,31_ASH_CA30,"Rolvenden Layne","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:ASH,,,
D_31_ASH_CA31_1,31_ASH_CA31,"Small Hythe","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:ASH,,,
D_31_ASH_CA32_1,31_ASH_CA32,"Reading Street","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:ASH,,,
D_31_ASH_CA33_1,31_ASH_CA33,"Warehorne - The Leacon","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:ASH,,,
D_31_ASH_CA34_1,31_ASH_CA34,"Hamstreet","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:ASH,,,
D_31_ASH_CA35_1,31_ASH_CA35,"Bilsington","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:ASH,,,
D_31_ASH_CA36_1,31_ASH_CA36,"Warehorne - The Green","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:ASH,,,
D_31_ASH_CA37_1,31_ASH_CA37,"Appledore","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:ASH,,,
D_31_ASH_CA38_1,31_ASH_CA38,"Stone in Oxney","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:ASH,,,
D_31_ASH_CA39_1,31_ASH_CA39,"Wittersham","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:ASH,,,
D_31_ASH_CA40_1,31_ASH_CA40,"Newenden","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:ASH,,,
D_31_ASH_CA41_1,31_ASH_CA41,"Mersham","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:ASH,,,
D_31_ASH_CA42_1,31_ASH_CA42,"Smeeth","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:ASH,,,
D_31_ASH_CA43_1,31_ASH_CA43,"Aldington - Church Area","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:ASH,,,
D_31_ASH_CA44_1,31_ASH_CA44,"Aldington - Clap Hill","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:ASH,,,
