reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date
150_GRE_CA11,"Goldie Leigh Hospital",,"No Appraisal document","https://www.royalgreenwich.gov.uk/downloads/download/655/goldie_leigh_hospital_conservation_area_map_boundaries",,,"PDFs have to be downloaded",local-authority:GRE,,,
150_GRE_CA12,"Plumstead Common",,"https://www.royalgreenwich.gov.uk/downloads/file/15/plumstead_common_character_appraisal_adopted_mar_2010","https://www.royalgreenwich.gov.uk/downloads/download/11/plumstead_common_conservation_area_map_and_appraisal",,,"PDFs have to be downloadedExtra documents are available. ",local-authority:GRE,,,
150_GRE_CA13,"Progress Estate",,"https://www.royalgreenwich.gov.uk/downloads/file/17/progress_estate_character_appraisal_adopted_dec_2007","https://www.royalgreenwich.gov.uk/downloads/download/12/progress_estate_conservation_area_map_and_appraisal",,,"PDFs have to be downloadedExtra documents are available. ",local-authority:GRE,,,
150_GRE_CA14,"Royal Arsenal Woolwich",,"No Appraisal document","https://www.royalgreenwich.gov.uk/downloads/download/656/royal_arsenal_conservation_area_map_boundaries",,,"PDFs have to be downloaded",local-authority:GRE,,,
150_GRE_CA15,"Rectory Field",,"https://www.royalgreenwich.gov.uk/downloads/file/19/rectory_field_character_appraisal_adopted_mar_2010","https://www.royalgreenwich.gov.uk/downloads/download/13/rectory_field_conservation_area_map_and_appraisal",,,"PDFs have to be downloadedExtra documents are available. ",local-authority:GRE,,,
150_GRE_CA16,"Shrewsbury Park Estate",,"https://www.royalgreenwich.gov.uk/downloads/file/1677/shrewsbury_park_estate_conservation_area_appraisal","https://www.royalgreenwich.gov.uk/downloads/download/529/shrewsbury_park_estate_conservation_area_map_and_appraisal",,,"PDFs have to be downloadedExtra documents are available. ",local-authority:GRE,,,
150_GRE_CA17,"Sun in the Sands",,"https://www.royalgreenwich.gov.uk/downloads/file/21/sun_in_the_sands_character_appraisal_adopted_oct_2007","https://www.royalgreenwich.gov.uk/downloads/download/14/sun_in_the_sands_conservation_area_map_and_appraisal",,,"PDFs have to be downloadedExtra documents are available. ",local-authority:GRE,,,
150_GRE_CA18,"Thames Barrier and Bowater Road",,"https://www.royalgreenwich.gov.uk/downloads/file/5176/thames_barrier_and_bowater_road_conservation_area_character_appraisal_spd","https://www.royalgreenwich.gov.uk/downloads/download/877/thames_barrier_and_bowater_road_conservation_area",,,"PDFs have to be downloadedExtra documents are available. ",local-authority:GRE,,,
150_GRE_CA19,"Well Hall Pleasaunce",,"No Appraisal document","https://www.royalgreenwich.gov.uk/downloads/download/657/well_hall_pleasaunce_conservation_area_map_boundaries",,,"PDFs have to be downloaded",local-authority:GRE,,,
150_GRE_CA20,"Westcombe Park",,"https://www.royalgreenwich.gov.uk/downloads/file/23/westcombe_park_character_appraisal_adopted_mar_2010","https://www.royalgreenwich.gov.uk/downloads/download/15/westcombe_park_conservation_area_map_and_appraisal",,,"PDFs have to be downloadedExtra documents are available. ",local-authority:GRE,,,
150_GRE_CA21,"West Greenwich",,"https://www.royalgreenwich.gov.uk/downloads/file/1984/west_greenwich_conservation_area_appraisal_2013","https://www.royalgreenwich.gov.uk/downloads/download/571/west_greenwich_conservation_area_map_and_appraisal",,,"PDFs have to be downloadedExtra documents are available. ",local-authority:GRE,,,
150_GRE_CA22,"Woolwich",,"No Appraisal document","https://www.royalgreenwich.gov.uk/downloads/download/985/woolwich_conservation_area_map",,,"PDFs have to be downloadedExtra documents are available. ",local-authority:GRE,,,
150_GRE_CA23,"Woolwich Common",,"https://www.royalgreenwich.gov.uk/downloads/file/2276/woolwich_common_conservation_area_management_strategy_aug_2014","https://www.royalgreenwich.gov.uk/downloads/download/307/woolwich_common_conservation_area_map_and_appraisal",,,"PDFs have to be downloadedExtra documents are available. ",local-authority:GRE,,,
