reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date
382_WOT_CA11,"Ivy Place",,"https://www.adur-worthing.gov.uk/media/Media,99418,smxx.pdf","https://www.adur-worthing.gov.uk/planning-policy/worthing/worthing-conservation-and-heritage/worthing-conservation-areas/",,,"Best Map is shown on page 3 of the appraisal document. ",local-authority:WOT,,,
382_WOT_CA12,"Little High Street",,"https://www.adur-worthing.gov.uk/media/Media,99419,smxx.pdf","https://www.adur-worthing.gov.uk/planning-policy/worthing/worthing-conservation-and-heritage/worthing-conservation-areas/",,,"Best Map is shown on page 5 of the appraisal document. ",local-authority:WOT,,,
382_WOT_CA13,"Marine Parade and Hinterland",,"https://www.adur-worthing.gov.uk/media/Media,99420,smxx.pdf","https://www.adur-worthing.gov.uk/planning-policy/worthing/worthing-conservation-and-heritage/worthing-conservation-areas/",,,"Best Map is shown on page 8 of the appraisal document. ",local-authority:WOT,,,
382_WOT_CA14,"Mill Road",,"https://www.adur-worthing.gov.uk/media/Media,99421,smxx.pdf","https://www.adur-worthing.gov.uk/planning-policy/worthing/worthing-conservation-and-heritage/worthing-conservation-areas/",,,"Best Map is shown on page 4 of the appraisal document. ",local-authority:WOT,,,
382_WOT_CA15,"Montague Street",,"https://www.adur-worthing.gov.uk/media/Media,99422,smxx.pdf","https://www.adur-worthing.gov.uk/planning-policy/worthing/worthing-conservation-and-heritage/worthing-conservation-areas/",,,"Best Map is shown on page 7 of the appraisal document. ",local-authority:WOT,,,
382_WOT_CA16,"Park Crescent",,"https://www.adur-worthing.gov.uk/media/Media,99423,smxx.pdf","https://www.adur-worthing.gov.uk/planning-policy/worthing/worthing-conservation-and-heritage/worthing-conservation-areas/",,,"Best Map is shown on page 5 of the appraisal document. ",local-authority:WOT,,,
382_WOT_CA17,"Richmond Road",,"https://www.adur-worthing.gov.uk/media/Media,99424,smxx.pdf","https://www.adur-worthing.gov.uk/planning-policy/worthing/worthing-conservation-and-heritage/worthing-conservation-areas/",,,"Best Map is shown on page 5 of the appraisal document. ",local-authority:WOT,,,
382_WOT_CA18,"Robson Road",,"https://www.adur-worthing.gov.uk/media/Media,99433,smxx.pdf","https://www.adur-worthing.gov.uk/planning-policy/worthing/worthing-conservation-and-heritage/worthing-conservation-areas/",,,"Best Map is shown on page 4 of the appraisal document. ",local-authority:WOT,,,
382_WOT_CA19,"Salvington",,"https://www.adur-worthing.gov.uk/media/Media,99425,smxx.pdf","https://www.adur-worthing.gov.uk/planning-policy/worthing/worthing-conservation-and-heritage/worthing-conservation-areas/",,,"Best Map is shown on page 6 of the appraisal document. ",local-authority:WOT,,,
382_WOT_CA20,"Shaftesbury Avenue",,"https://www.adur-worthing.gov.uk/media/Media,99426,smxx.pdf","https://www.adur-worthing.gov.uk/planning-policy/worthing/worthing-conservation-and-heritage/worthing-conservation-areas/",,,"Best Map is shown on page 4 of the appraisal document. ",local-authority:WOT,,,
382_WOT_CA21,"Shakespeare Road",,"https://www.adur-worthing.gov.uk/media/Media,99427,smxx.pdf","https://www.adur-worthing.gov.uk/planning-policy/worthing/worthing-conservation-and-heritage/worthing-conservation-areas/",,,"Best Map is shown on page 6 of the appraisal document. ",local-authority:WOT,,,
382_WOT_CA22,"South Street",,"https://www.adur-worthing.gov.uk/media/Media,99428,smxx.pdf","https://www.adur-worthing.gov.uk/planning-policy/worthing/worthing-conservation-and-heritage/worthing-conservation-areas/",,,"Best Map is shown on page 10 of the appraisal document. ",local-authority:WOT,,,
382_WOT_CA23,"Steyne Gardens",,"https://www.adur-worthing.gov.uk/media/Media,99429,smxx.pdf","https://www.adur-worthing.gov.uk/planning-policy/worthing/worthing-conservation-and-heritage/worthing-conservation-areas/",,,"Best Map is shown on page 8 of the appraisal document. ",local-authority:WOT,,,
382_WOT_CA24,"Warwick Gardens",,"https://www.adur-worthing.gov.uk/media/Media,99430,smxx.pdf","https://www.adur-worthing.gov.uk/planning-policy/worthing/worthing-conservation-and-heritage/worthing-conservation-areas/",,,"Best Map is shown on page 4 of the appraisal document. ",local-authority:WOT,,,
382_WOT_CA25,"West Tarring",,"https://www.adur-worthing.gov.uk/media/Media,99431,smxx.pdf","https://www.adur-worthing.gov.uk/planning-policy/worthing/worthing-conservation-and-heritage/worthing-conservation-areas/",,,"Best Map is shown on page 4 of the appraisal document. ",local-authority:WOT,,,
382_WOT_CA26,"Winchester Road",,"https://www.adur-worthing.gov.uk/media/Media,99432,smxx.pdf","https://www.adur-worthing.gov.uk/planning-policy/worthing/worthing-conservation-and-heritage/worthing-conservation-areas/",,,"Best Map is shown on page 5 of the appraisal document. ",local-authority:WOT,,,
