reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,ca_entity
284_SDE_CA11,"Repton",,"https://www.southderbyshire.gov.uk/assets/attach/1998/Repton-Statement-adopted-2013.pdf","https://www.southderbyshire.gov.uk/our-services/planning-and-building-control/planning/conservation-listed-buildings-and-heritage/conservation-areas",,,"Best Map is shown on page 33 of the appraisal document. ",,,,44002569
284_SDE_CA12,"Shardlow",,"https://www.southderbyshire.gov.uk/assets/attach/2002/Shardlow-Statement-adopted-2014.pdf","https://www.southderbyshire.gov.uk/our-services/planning-and-building-control/planning/conservation-listed-buildings-and-heritage/conservation-areas",,,"Best Map is shown on page 32 of the appraisal document. ",,,,44002576
284_SDE_CA13,"Smisby",,"https://www.southderbyshire.gov.uk/assets/attach/1997/Smisby-Statement-adopted-2014.pdf","https://www.southderbyshire.gov.uk/our-services/planning-and-building-control/planning/conservation-listed-buildings-and-heritage/conservation-areas",,,"Best Map is shown on page 22 of the appraisal document. ",,,,44002570
284_SDE_CA14,"Stanton-by-Bridge",,"https://www.southderbyshire.gov.uk/assets/attach/2001/Stanton-by-Bridge-Statement-adopted-2014.pdf","https://www.southderbyshire.gov.uk/our-services/planning-and-building-control/planning/conservation-listed-buildings-and-heritage/conservation-areas",,,"Best Map is shown on page 16 of the appraisal document. ",,,,44002571
284_SDE_CA15,"Swadlincote",,"https://www.southderbyshire.gov.uk/assets/attach/1913/Swadlincote-Statement-adopted-2014.pdf","https://www.southderbyshire.gov.uk/our-services/planning-and-building-control/planning/conservation-listed-buildings-and-heritage/conservation-areas",,,"Best Map is shown on page 27 of the appraisal document. ",,,,44002578
284_SDE_CA16,"Swarkestone",,"https://www.southderbyshire.gov.uk/assets/attach/1914/Swarkestone-Statement-adopted-2014.pdf","https://www.southderbyshire.gov.uk/our-services/planning-and-building-control/planning/conservation-listed-buildings-and-heritage/conservation-areas",,,"Best Map is shown on page 21 of the appraisal document. ",,,,44002563
284_SDE_CA17,"Ticknall",,"https://www.southderbyshire.gov.uk/assets/attach/1915/Ticknall-consultation-draft-2013.pdf","https://www.southderbyshire.gov.uk/our-services/planning-and-building-control/planning/conservation-listed-buildings-and-heritage/conservation-areas",,,"Best Map is shown on page 26 of the appraisal document. ",,,,44002574
284_SDE_CA18,"Trent and Mersey Canal",,"https://www.southderbyshire.gov.uk/assets/attach/6183/Trent-and-Mersey-Canal-CA-Character-Statement-2014.pdf","https://www.southderbyshire.gov.uk/our-services/planning-and-building-control/planning/conservation-listed-buildings-and-heritage/conservation-areas",,,"Best Map is shown on page 33, P34 of the appraisal document. ",,,,44002561
284_SDE_CA19,"Trusley",,"https://www.southderbyshire.gov.uk/assets/attach/2000/Trusley-Statement-adopted-2014.pdf","https://www.southderbyshire.gov.uk/our-services/planning-and-building-control/planning/conservation-listed-buildings-and-heritage/conservation-areas",,,"Best Map is shown on page 21 of the appraisal document. ",,,,44002564
284_SDE_CA20,"Twyford",,"https://www.southderbyshire.gov.uk/assets/attach/1916/Twyford-Statement-adopted-2014.pdf","https://www.southderbyshire.gov.uk/our-services/planning-and-building-control/planning/conservation-listed-buildings-and-heritage/conservation-areas",,,"Best Map is shown on page 15 of the appraisal document. ",,,,44002565
284_SDE_CA21,"Walton-on-Trent",,"https://www.southderbyshire.gov.uk/assets/attach/1999/Walton-on-Trent-Statement-adopted-2014.pdf","https://www.southderbyshire.gov.uk/our-services/planning-and-building-control/planning/conservation-listed-buildings-and-heritage/conservation-areas",,,"Best Map is shown on page 25 of the appraisal document. ",,,,44002575
284_SDE_CA22,"Woodhouses",,"https://www.southderbyshire.gov.uk/assets/attach/1917/Woodhouses-Statement-adopted-2014.pdf","https://www.southderbyshire.gov.uk/our-services/planning-and-building-control/planning/conservation-listed-buildings-and-heritage/conservation-areas",,,"Best Map is shown on page 19 of the appraisal document. ",,,,44005063
