reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,ca_entity
131_ERY_CA69,"North Dalton",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/North%20Dalton%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 13 of the appraisal document. ",,,,44004746
131_ERY_CA70,"North Ferriby",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/North%20Ferriby%20Parkfield%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 13 of the appraisal document. ",,,,44004766
131_ERY_CA71,"North Ferriby Parkfield",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/North%20Ferriby%20Parkfield%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 13 of the appraisal document. ",,,,44004767
131_ERY_CA72,"North Frodingham",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/North%20Frodingham%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 16 of the appraisal document. ",,,,44004731
131_ERY_CA73,"North Newbald",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/North%20Newbald%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 15 of the appraisal document. ",,,,44004773
131_ERY_CA74,"Ottringham",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Ottringham%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 7 of the appraisal document. ",,,,44001242
131_ERY_CA75,"Patrington",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Patrington%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 12 of the appraisal document. ",,,,44001243
131_ERY_CA76,"Paull",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Paull%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 8 of the appraisal document. ",,,,44001244
131_ERY_CA77,"Pocklington",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Pocklington%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 16 of the appraisal document. ",,,,44004753
131_ERY_CA78,"Preston",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Preston%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 10 of the appraisal document. ",,,,44001245
131_ERY_CA79,"Rawcliffe",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Rawcliffe%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 15 of the appraisal document. ",,,,44004755
131_ERY_CA80,"Roos",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Roos%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 15 of the appraisal document. ",,,,44004724
131_ERY_CA81,"Seaton",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Seaton%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 10 of the appraisal document. ",,,,44001247
131_ERY_CA82,"Sewerby",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Sewerby%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 14 of the appraisal document. ",,,,44004732
131_ERY_CA83,"Shiptonthorpe",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Shiptonthorpe%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 16 of the appraisal document. ",,,,44004750
131_ERY_CA84,"Sigglesthorne",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Sigglesthorne%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 10 of the appraisal document. ",,,,44001248
131_ERY_CA85,"Skidby",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Skidby%20Conservation%20Area%20Appraisal%20-%20Appendix%201.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 11 of the appraisal document. ",,,,44004760
131_ERY_CA86,"Sledmere",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Sledmere%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 15 of the appraisal document. ",,,,44001258
131_ERY_CA87,"Snaith",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Snaith%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 12 of the appraisal document. ",,,,44004754
131_ERY_CA88,"South Cave",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/South%20Cave%20Conservation%20Area%20Appraisal%202014.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 16 of the appraisal document. ",,,,44001266
131_ERY_CA89,"South Newbald",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/South%20Newbald%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 15 of the appraisal document. ",,,,44004774
131_ERY_CA90,"Sproatley",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Sproatley%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 10 of the appraisal document. ",,,,44001249
131_ERY_CA91,"Stamford Bridge",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Stamford%20Bridge%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 16 of the appraisal document. ",,,,44004749
131_ERY_CA92,"Sunk Island",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Sunk%20Island%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 11 of the appraisal document. ",,,,44001231
131_ERY_CA93,"Swanland",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Swanland%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 13 of the appraisal document. ",,,,44004763
131_ERY_CA94,"Swine",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Swine%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 9 of the appraisal document. ",,,,44001250
131_ERY_CA95,"Tibthorpe",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Tibthorpe%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 9 of the appraisal document. ",,,,44004744
131_ERY_CA96,"Tickton",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Tickton%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 13 of the appraisal document. ",,,,44004728
131_ERY_CA97,"Tunstall",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Tunstall%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 12 of the appraisal document. ",,,,44001279
131_ERY_CA98,"Walkington",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Walkington%20Conservation%20Area%20Appraisal%20-%20Adopted%20February%202018.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 30 of the appraisal document. ",,,,44001267
131_ERY_CA99,"Warter",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Warter%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 12 of the appraisal document. ",,,,44001259
131_ERY_CA100,"Welton",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Welton%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 14 of the appraisal document. ",,,,44001263
131_ERY_CA101,"West Ella",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/West%20Ella%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 12 of the appraisal document. ",,,,44001264
131_ERY_CA102,"Wetwang",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Wetwang%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 13 of the appraisal document. ",,,,44004743
131_ERY_CA103,"Winestead",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Winestead%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 9 of the appraisal document. ",,,,44001233
131_ERY_CA104,"Withernwick",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Withernwick%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 14 of the appraisal document. ",,,,44004726
131_ERY_CA105,"Wold Newton",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Wold%20Newton%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 11 of the appraisal document. ",,,,44001275
131_ERY_CA106,"Wyton",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Wyton%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 9 of the appraisal document. ",,,,44001234
