reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date,ca_entity
134_EST_CA11,"King Edward Place",,"http://eaststaffsbc.gov.uk/sites/default/files/docs/planning/conservlistedbuild/appraisaldocs/ConservationAreaAppraisal-KingEdwardPlace.pdf","http://eaststaffsbc.gov.uk/planning/conservation-and-listed-buildings-including-article-4/view-conservation-area-appraisals",,,"Best Map is shown on page 25 of the appraisal document. ",local-authority:EST,,,,44003033
134_EST_CA12,"Marchington",,"https://www.eaststaffsbc.gov.uk/sites/default/files/docs/planning/conservlistedbuild/appraisaldocs/MarchingtonCAAJul15.pdf","http://eaststaffsbc.gov.uk/planning/conservation-and-listed-buildings-including-article-4/view-conservation-area-appraisals",,,"Best Map is shown on page 4 of the appraisal document. ",local-authority:EST,,,,44003036
134_EST_CA13,"Middle Mayfield",,"http://eaststaffsbc.gov.uk/sites/default/files/docs/planning/conservlistedbuild/appraisaldocs/MiddleMayfield.pdf","http://eaststaffsbc.gov.uk/planning/conservation-and-listed-buildings-including-article-4/view-conservation-area-appraisals",,,"Best Map is shown on page 8 of the appraisal document. ",local-authority:EST,,,,44003038
134_EST_CA14,"Newborough",,"http://eaststaffsbc.gov.uk/sites/default/files/docs/planning/conservlistedbuild/appraisaldocs/Newborough.pdf","http://eaststaffsbc.gov.uk/planning/conservation-and-listed-buildings-including-article-4/view-conservation-area-appraisals",,,"Best Map is shown on page 13, P14 of the appraisal document. ",local-authority:EST,,,,44003029
134_EST_CA15,"Rangemore",,"http://eaststaffsbc.gov.uk/sites/default/files/docs/planning/conservlistedbuild/appraisaldocs/RangemoreFinalCAAMP110713.pdf","http://eaststaffsbc.gov.uk/planning/conservation-and-listed-buildings-including-article-4/view-conservation-area-appraisals",,,"Best Map is shown on page 55 of the appraisal document. ",local-authority:EST,,,,44005668
134_EST_CA16,"Rocester",,"https://www.eaststaffsbc.gov.uk/sites/default/files/docs/planning/conservlistedbuild/appraisaldocs/RocesterCAAJul15.pdf","http://eaststaffsbc.gov.uk/planning/conservation-and-listed-buildings-including-article-4/view-conservation-area-appraisals",,,"Best Map is shown on page 4 of the appraisal document. ",local-authority:EST,,,,44003025
134_EST_CA17,"Rolleston on Dove",,"http://eaststaffsbc.gov.uk/sites/default/files/docs/planning/conservlistedbuild/appraisaldocs/RollestonAppraisal%28April2007%29.pdf","http://eaststaffsbc.gov.uk/planning/conservation-and-listed-buildings-including-article-4/view-conservation-area-appraisals",,,"Best Map is shown on page 89 of the appraisal document. ",local-authority:EST,,,,44003039
134_EST_CA18,"Stanton",,"http://eaststaffsbc.gov.uk/sites/default/files/docs/planning/conservlistedbuild/appraisaldocs/StantonAppraisal%28April2007%29.pdf","http://eaststaffsbc.gov.uk/planning/conservation-and-listed-buildings-including-article-4/view-conservation-area-appraisals",,,"Best Map is shown on page 76 of the appraisal document. ",local-authority:EST,,,,44003037
134_EST_CA19,"Station Street & Borough Road, Burton upon Trent",,"https://www.eaststaffsbc.gov.uk/sites/default/files/docs/planning/conservlistedbuild/appraisaldocs/StationStreetBoroughRoad%2CBurtonCAAJul15.pdf","http://eaststaffsbc.gov.uk/planning/conservation-and-listed-buildings-including-article-4/view-conservation-area-appraisals",,,"Best Map is shown on page 4 of the appraisal document. ",local-authority:EST,,,,44005669
134_EST_CA20,"Tatenhill",,"http://eaststaffsbc.gov.uk/sites/default/files/docs/planning/conservlistedbuild/appraisaldocs/TatenhillFinalCAAMP110713.pdf","http://eaststaffsbc.gov.uk/planning/conservation-and-listed-buildings-including-article-4/view-conservation-area-appraisals",,,"Best Map is shown on page 62 of the appraisal document. ",local-authority:EST,,,,44005670
134_EST_CA21,"Trent and Mersey Canal",,"http://eaststaffsbc.gov.uk/sites/default/files/docs/planning/conservlistedbuild/appraisaldocs/TrentandMerseyCanalMainText.pdf","http://eaststaffsbc.gov.uk/planning/conservation-and-listed-buildings-including-article-4/view-conservation-area-appraisals",,,"28 additional maps across 3 PDFsExtra documents are available. Best Map is shown on page 10 of the appraisal document. ",local-authority:EST,,,,44003034
134_EST_CA22,"Tutbury",,"https://www.eaststaffsbc.gov.uk/sites/default/files/docs/planning/conservlistedbuild/appraisaldocs/TutburyCAAJul15.pdf","http://eaststaffsbc.gov.uk/planning/conservation-and-listed-buildings-including-article-4/view-conservation-area-appraisals",,,"Best Map is shown on page 4 of the appraisal document. ",local-authority:EST,,,,44005671
134_EST_CA23,"Uttoxeter",,"http://eaststaffsbc.gov.uk/sites/default/files/docs/planning/conservlistedbuild/appraisaldocs/UttoxeterConservationAreaAppraisalMarch2009_Part4.pdf","http://eaststaffsbc.gov.uk/planning/conservation-and-listed-buildings-including-article-4/view-conservation-area-appraisals",,,"Extra documents are available. Best Map is shown on page 18 of the appraisal document. ",local-authority:EST,,,,44003026
134_EST_CA24,"Wootton",,"http://eaststaffsbc.gov.uk/sites/default/files/docs/planning/conservlistedbuild/appraisaldocs/Wootton.pdf","http://eaststaffsbc.gov.uk/planning/conservation-and-listed-buildings-including-article-4/view-conservation-area-appraisals",,,"Best Map is shown on page 9 of the appraisal document. ",local-authority:EST,,,,44003030
134_EST_CA25,"Yoxall",,"https://www.eaststaffsbc.gov.uk/sites/default/files/docs/planning/conservlistedbuild/appraisaldocs/YoxallCAAJul15.pdf","http://eaststaffsbc.gov.uk/planning/conservation-and-listed-buildings-including-article-4/view-conservation-area-appraisals",,,"Best Map is shown on page 4 of the appraisal document. ",local-authority:EST,,,,44003031
